Capacity,month_sin,month_cos,hour_sin,hour_cos,day_sin,day_cos,Occupancy
0.0,-2.4492935982947064e-16,1.0,0.49999999999999994,-0.8660254037844387,0.9945218953682733,0.10452846326765346,0.04498269896193772
0.6359147025813693,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0,0.20791169081775931,0.9781476007338057,0.4655132641291811
0.6359147025813693,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,0.20438292964244523
0.14433221099887766,-0.5000000000000004,0.8660254037844384,0.258819045102521,-0.9659258262890682,-0.20791169081775907,-0.9781476007338057,0.18016147635524798
1.0,-0.5000000000000004,0.8660254037844384,-0.8660254037844384,-0.5000000000000004,-0.8660254037844384,-0.5000000000000004,0.6214532871972318
0.17732884399551066,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388,-0.9510565162951535,-0.30901699437494756,0.1732410611303345
0.17732884399551066,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,0.7431448254773941,0.6691306063588582,0.0671280276816609
0.21997755331088664,-0.5000000000000004,0.8660254037844384,0.7071067811865476,-0.7071067811865475,-0.8660254037844384,-0.5000000000000004,0.026066897347174163
0.38159371492704824,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0,0.9945218953682734,-0.10452846326765333,0.36101499423298733
0.05948372615039282,-0.8660254037844386,0.5000000000000001,0.258819045102521,-0.9659258262890682,0.2079116908177585,0.9781476007338058,0.0782006920415225
0.1048260381593715,-2.4492935982947064e-16,1.0,-0.7071067811865471,-0.7071067811865479,0.9945218953682734,-0.10452846326765333,0.1455594002306805
0.2186307519640853,-2.4492935982947064e-16,1.0,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,0.19354094579008074
0.06285072951739619,-2.4492935982947064e-16,1.0,0.49999999999999994,-0.8660254037844387,-0.743144825477394,-0.6691306063588585,0.07981545559400231
0.0,-0.5000000000000004,0.8660254037844384,0.9659258262890683,-0.25881904510252063,-0.20791169081775898,0.9781476007338057,0.01637831603229527
0.0,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,0.9510565162951536,-0.30901699437494734,0.006228373702422145
0.14118967452300785,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.9510565162951536,0.30901699437494723,0.057439446366782006
0.23524130190796858,-0.8660254037844386,0.5000000000000001,-0.7071067811865471,-0.7071067811865479,-0.20791169081775907,-0.9781476007338057,0.03483275663206459
0.21997755331088664,-0.8660254037844386,0.5000000000000001,0.7071067811865476,-0.7071067811865475,-0.4067366430758002,-0.9135454576426009,0.0825836216839677
0.12749719416386082,-2.4492935982947064e-16,1.0,0.49999999999999994,-0.8660254037844387,0.5877852522924732,-0.8090169943749473,0.04382929642445214
0.2473625140291807,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0,0.40673664307580004,-0.913545457642601,0.19815455594002307
0.14118967452300785,-2.4492935982947064e-16,1.0,0.49999999999999994,-0.8660254037844387,0.9510565162951536,-0.30901699437494734,0.06089965397923876
0.03748597081930415,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,-0.5877852522924734,0.8090169943749473,0.03552479815455594
0.021773288439955105,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,0.20791169081775931,-0.9781476007338057,0.007612456747404845
0.051627384960718295,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,-0.20791169081775898,0.9781476007338057,0.039907727797001157
0.21997755331088664,-0.8660254037844386,0.5000000000000001,-0.7071067811865471,-0.7071067811865479,-0.5877852522924734,0.8090169943749473,0.15132641291810842
0.021773288439955105,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,0.9945218953682733,0.10452846326765346,0.02491349480968858
0.23524130190796858,-0.5000000000000004,0.8660254037844384,-0.7071067811865471,-0.7071067811865479,0.9510565162951536,-0.30901699437494734,0.0461361014994233
0.10549943883277217,-0.5000000000000004,0.8660254037844384,0.7071067811865476,-0.7071067811865475,0.9510565162951536,-0.30901699437494734,0.09204152249134948
0.08013468013468013,-0.5000000000000004,0.8660254037844384,0.258819045102521,-0.9659258262890682,0.7431448254773945,-0.6691306063588579,0.04083044982698962
0.1048260381593715,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388,0.20791169081775931,0.9781476007338057,0.1467128027681661
0.6471380471380471,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,-0.743144825477394,0.6691306063588585,0.12549019607843137
0.0,-0.8660254037844386,0.5000000000000001,0.258819045102521,-0.9659258262890682,-0.587785252292473,-0.8090169943749476,0.05259515570934256
0.10549943883277217,-0.5000000000000004,0.8660254037844384,0.7071067811865476,-0.7071067811865475,-0.5877852522924734,0.8090169943749473,0.01730103806228374
0.2186307519640853,-0.5000000000000004,0.8660254037844384,0.258819045102521,-0.9659258262890682,0.20791169081775931,-0.9781476007338057,0.11095732410611303
0.14433221099887766,-0.5000000000000004,0.8660254037844384,-0.7071067811865471,-0.7071067811865479,-0.4067366430758002,-0.9135454576426009,0.15201845444059978
0.021773288439955105,-2.4492935982947064e-16,1.0,-0.2588190451025208,-0.9659258262890683,0.20791169081775931,0.9781476007338057,0.0419838523644752
0.40157126823793493,-0.5000000000000004,0.8660254037844384,-0.2588190451025208,-0.9659258262890683,-0.9945218953682733,-0.10452846326765423,0.32110726643598614
0.23524130190796858,-2.4492935982947064e-16,1.0,0.258819045102521,-0.9659258262890682,0.5877852522924732,-0.8090169943749473,0.04936562860438293
