9568 4 1
0.1849858357 0.2741992883 0.4441969809 0.8639410188 0.797615894
0.6184135977 0.5895017794 0.4580549369 0.6520107239 0.337615894
0.7912181303 0.5612099644 0.3528829498 0.2191689008 0.2450331126
0.4889518414 0.4329181495 0.3546151943 0.6867292225 0.4348344371
0.2830028329 0.2722419929 0.5998515219 0.9603217158 0.5850331126
0.3444759207 0.2455516014 0.573125464 0.7914209115 0.6715231788
0.5747875354 0.8172597865 0.3788666172 0.6678284182 0.2925827815
0.3586402266 0.2918149466 0.719871319 0.7084450402 0.5793377483
0.8339943343 0.7855871886 0.4295966345 0.1510723861 0.1127152318
0.140509915 0.228113879 0.6164315763 0.7449061662 0.8483443709
0.7498583569 0.7706405694 0.3333333333 0.5943699732 0.1990728477
0.6 0.3838078292 0.5261073992 0.3198391421 0.4125827815
0.7787535411 0.7950177936 0.4469190794 0.478150134 0.0793377483
0.1793201133 0.2158362989 0.3996535511 0.7341823056 0.8
0.4280453258 0.3423487544 0.6050482554 0.4449061662 0.5286092715
0.5923512748 0.6902135231 0.6990843851 0.4662198391 0.4353642384
0.4626062323 0.3238434164 0.4934422173 0.2887399464 0.5490066225
0.2742209632 0.3428825623 0.6817619401 0.8107238606 0.6731125828
0.2303116147 0.268683274 0.6436525612 0.5757372654 0.7083443709
0.6155807365 0.2800711744 0.2266765652 0.1674262735 0.3748344371
0.3708215297 0.474911032 0.5498638951 0.6939678284 0.5901986755
0.9062322946 0.7046263345 0.2967087355 0.3191689008 0.0929801325
0.6674220963 0.7642348754 0.4511259589 0.6089812332 0.2847682119
0.1552407932 0.2790035587 0.7713437268 0.8529490617 0.721192053
0.3325779037 0.2731316726 0.6493442217 0.6686327078 0.6218543046
0.1297450425 0.1816725979 0.8077208612 0.6926273458 0.8931125828
0.7033994334 0.6597864769 0.4682009404 0.6286863271 0.2438410596
0.1708215297 0.2852313167 0.6265775798 0.8895442359 0.8662251656
0.5668555241 0.5925266904 0.4657263054 0.5202412869 0.4225165563
0.7184135977 0.7489323843 0.563721851 0.3146112601 0.1272847682
0.3288951841 0.2823843416 0.0316753279 0.9414209115 0.6431788079
0.5371104816 0.5603202847 0.4828012868 0.7784182306 0.299205298
0.1835694051 0.190747331 0.6802771591 0.7502680965 0.8344370861
0.8263456091 0.7489323843 0.5515961396 0.2659517426 0.1765562914
0.8541076487 0.8172597865 0.3835684237 0.2942359249 0.1692715232
0.3971671388 0.487366548 0.7772828508 0.4394101877 0.5078145695
0.5878186969 0.8083629893 0.3207126949 0.905227882 0.1970860927
0.6827195467 0.8939501779 0.6270725068 0.4971849866 0.3038410596
0.1821529745 0.2535587189 0.6211333828 0.7085790885 0.7634437086
0.6473087819 0.6215302491 0.6213808463 0.4557640751 0.3311258278
0.7790368272 0.7706405694 0.3288789903 0.5069705094 0.202781457
0.557223796 0.7393238434 0.3882702301 0.7899463807 0.3597350993
0.466572238 0.3443060498 0.5963870329 0.1092493298 0.5565562914
0.7124645892 0.7113879004 0.5483791141 0.286461126 0.2854304636
0.402266289 0.7135231317 0.5223954467 0.8327077748 0.4490066225
0.7240793201 0.6827402135 0.4182133135 0.5320375335 0.2249006623
0.4104815864 0.2539145907 0.2907696115 0.8049597855 0.580794702
0.6229461756 0.4135231317 0.2360801782 0.5597855228 0.2732450331
0.1807365439 0.2900355872 0.5859935659 0.6678284182 0.8601324503
0.6648725212 0.753202847 0.3999010146 0.5761394102 0.3321854305
0.5569405099 0.8 0.4659737689 0.8418230563 0.2614569536
0.8138810198 0.7489323843 0.5315515961 0.0993297587 0.1468874172
0.4671388102 0.3327402135 0.6201435288 0.5050938338 0.477615894
0.6801699717 0.8368327402 0.2600841376 0.8146112601 0.1684768212
0.8303116147 0.7788256228 0.4137589706 0.4152815013 0.121192053
0.4016997167 0.2539145907 0.3266518189 0.8627345845 0.5919205298
0.1872521246 0.3010676157 0.3838158872 0.8340482574 0.8165562914
0.6201133144 0.7806049822 0.4662212324 0.6383378016 0.2237086093
0.3937677054 0.262633452 0.4929472903 0.9638069705 0.560794702
0.7733711048 0.8814946619 0.2578569661 0.649463807 0.161192053
0.6209631728 0.634519573 0.4162336055 0.7123324397 0.2908609272
0.7492917847 0.7113879004 0.5362534026 0.2391420912 0.2750993377
0.3997167139 0.2818505338 0.5728780005 0.6408847185 0.6443708609
0.8949008499 0.8085409253 0.4028705766 0.4215817694 0.161589404
0.8529745042 0.7640569395 0.5614946795 0.2143431635 0.1299337748
0.7099150142 0.8830960854 0.2373174957 0.6213136729 0.2320529801
0.0968838527 0.2743772242 0.7978223212 0.900536193 0.8325827815
0.3940509915 0.2918149466 0.7468448404 0.5548257373 0.5553642384
0.4512747875 0.4540925267 0.5609997525 0.8608579088 0.4960264901
0.7172804533 0.6081850534 0.283098243 0.6395442359 0.239205298
0.6801699717 0.7318505338 0.5025983667 0.4659517426 0.1866225166
0.9175637394 0.7612099644 0.2427616927 0.4092493298 0.0899337748
0.4906515581 0.7695729537 0.4394951745 0.9297587131 0.3765562914
0.2821529745 0.2793594306 0.7067557535 0.6845844504 0.7366887417
0.2390934844 0.2864768683 0.6379609008 0.7888739946 0.7817218543
0.6235127479 0.4192170819 0.435288295 0.2532171582 0.3521854305
0.8014164306 0.7275800712 0.4080673101 0.5341823056 0.1950993377
0.7963172805 0.7898576512 0.4016332591 0.5575067024 0.2813245033
0.788101983 0.7364768683 0.6233605543 0.4410187668 0.1721854305
0.8158640227 0.921886121 0.4107894086 0.6384718499 0.1350993377
0.407082153 0.4540925267 0.5238802277 0.9990616622 0.461986755
0.8456090652 0.8638790036 0.287057659 0.5706434316 0.1456953642
0.7742209632 0.6430604982 0.414501361 0.1928954424 0.2317880795
0.4699716714 0.3309608541 0.4828012868 0.7004021448 0.5876821192
0.3980169972 0.2359430605 0.5879732739 0.5623324397 0.5605298013
0.1274787535 0.2973309609 0.290027221 0.699463807 0.8345695364
0.6116147309 0.8475088968 0.4105419451 0.8479892761 0.2417218543
0.9011331445 0.921886121 0.4080673101 0.5113941019 0.1426490066
0.1439093484 0.3254448399 0.6676565207 0.6328418231 0.8442384106
0.7252124646 0.7939501779 0.3865379856 0.5352546917 0.1507284768
0.6957507082 0.5185053381 0.5342736946 0.5462466488 0.4174834437
0.7016997167 0.6055160142 0.5345211581 0.5403485255 0.2543046358
0.3807365439 0.3142348754 0.4738926008 0.2127345845 0.6221192053
0.5504249292 0.2902135231 0.4877505568 0.3178284182 0.5238410596
0.6563739377 0.5816725979 0.4652313784 0.595308311 0.3561589404
0.7031161473 0.6953736655 0.4892353378 0.477613941 0.2879470199
0.483286119 0.4754448399 0.3058648849 0.986997319 0.3887417219
0.0937677054 0.2743772242 0.8057411532 0.9560321716 0.8082119205
0.8297450425 0.8177935943 0.3761445187 0.2722520107 0.2288741722
0.1728045326 0.2597864769 0.7592180153 0.8428954424 0.7319205298
0.3728045326 0.584341637 0.6589952982 0.7449061662 0.5088741722
0.7679886686 0.634519573 0.4528582034 0.4097855228 0.2185430464
0.5980169972 0.6501779359 0.5043306112 0.7072386059 0.341986755
0.3042492918 0.2411032028 0.4872556298 0.6686327078 0.7164238411
0.2144475921 0.2861209964 0.5493689681 0.8209115282 0.817218543
0.2399433428 0.2864768683 0.6322692403 0.7998659517 0.7867549669
0.8073654391 0.9231316726 0.3744122742 0.5667560322 0.1989403974
0.666572238 0.8131672598 0.3674832962 0.8975871314 0.1933774834
0.811898017 0.7946619217 0.4147488245 0.4888739946 0.2047682119
0.5203966006 0.5546263345 0.6782974511 0.6908847185 0.4487417219
0.552407932 0.384519573 0.5243751547 0.4961126005 0.4701986755
0.5747875354 0.8809608541 0.4085622371 0.8072386059 0.2989403974
0.5178470255 0.6864768683 0.6911655531 0.6514745308 0.3868874172
0.5821529745 0.5948398577 0.5889631279 0.6439678284 0.3377483444
0.2158640227 0.2096085409 0.4983914873 0.6626005362 0.7060927152
